symbol,organ_name,icb_name,exchange
CCC,Công ty Cổ Phần Xây Dựng CDC,Công nghiệp,UPCOM
TAB,Công ty Cổ phần Freco Việt Nam,Công nghiệp,UPCOM
HIO,Công ty Cổ Phần Helio Energy,Tiện ích Cộng đồng,UPCOM
TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,Công nghiệp,UPCOM
CST,Công ty Cổ phần Than Cao Sơn - TKV,Nguyên vật liệu,UPCOM
SGI,Công ty Cổ phần Đầu tư phát triển Sài Gòn 3 Group,Hàng Tiêu dùng,UPCOM
TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,Dầu khí,UPCOM
DSD,Công ty cổ phần DHC Suối Đôi,Dịch vụ Tiêu dùng,UPCOM
D17,Công ty Cổ Phần Đồng Tân,Nguyên vật liệu,UPCOM
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,Hàng Tiêu dùng,UPCOM
AAH,Công ty Cổ phần Hợp Nhất,Nguyên vật liệu,UPCOM
KLB,Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng,UPCOM
HLO,Công Ty Cổ Phần Công Nghệ Ha Lô,Công nghiệp,UPCOM
MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Hàng Tiêu dùng,UPCOM
CKA,Công ty Cổ phần Cơ khí An Giang,Công nghiệp,UPCOM
ACL,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,Hàng Tiêu dùng,HOSE
BCV,Công ty cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Dịch vụ Tiêu dùng,UPCOM
ADC,Công ty Cổ phần Mĩ thuật và Truyền thông,Dịch vụ Tiêu dùng,HNX
AMV,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,Dược phẩm và Y tế,HNX
ALV,Công ty Cổ phần Xây dựng ALVICO,Công nghiệp,UPCOM
ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,Dịch vụ Tiêu dùng,HNX
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,Công nghiệp,UPCOM
OCH,Công ty Cổ phần One Capital Hospitality,Hàng Tiêu dùng,HNX
LM8,Công ty Cổ phần Lilama 18,Công nghiệp,HOSE
VLB,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,Công nghiệp,UPCOM
AMC,Công ty Cổ phần Khoáng sản Á Châu,Nguyên vật liệu,HNX
BCB,Công ty Cổ phần 397,Nguyên vật liệu,UPCOM
PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Dầu khí,UPCOM
BOT,Công ty Cổ phần BOT Cầu Thái Hà,Công nghiệp,UPCOM
ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,Hàng Tiêu dùng,HOSE
ABW,Công ty Cổ phần Chứng khoán An Bình,Tài chính,UPCOM
BMN,Công ty Cổ phần 715,Công nghiệp,UPCOM
BNW,Công ty Cổ phần Nước sạch Bắc Ninh,Tiện ích Cộng đồng,UPCOM
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,HOSE
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,VN30
PLP,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Nguyên vật liệu,HOSE
AMD,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,Tài chính,UPCOM
BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,Công nghiệp,UPCOM
ACB,Ngân hàng Thương mại Cổ phần Á Châu,Ngân hàng,HOSE
ACB,Ngân hàng Thương mại Cổ phần Á Châu,Ngân hàng,VN30
BST,Công ty Cổ phần Sách và Thiết bị Bình Thuận,Dịch vụ Tiêu dùng,HNX
BTW,Công ty Cổ phần Cấp nước Bến Thành,Tiện ích Cộng đồng,HNX
HNB,Công ty Cổ phần Bến xe Hà Nội,Công nghiệp,UPCOM
ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,Công nghiệp,HOSE
AME,Công ty cổ phần Alphanam E&C,Công nghiệp,HNX
BVG,Công ty cổ phần Group Bắc Việt,Nguyên vật liệu,UPCOM
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,Công nghiệp,HNX
BVH,Tập đoàn Bảo Việt,Tài chính,HOSE
BVH,Tập đoàn Bảo Việt,Tài chính,VN30
C21,Công ty Cổ phần Thế kỷ 21,Tài chính,UPCOM
PND,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,Tiện ích Cộng đồng,UPCOM
CMT,Công ty Cổ phần Công nghệ mạng và Truyền thông,Công nghệ Thông tin,UPCOM
CMW,Công ty Cổ phần Cấp nước Cà Mau,Tiện ích Cộng đồng,UPCOM
CSC,Công ty Cổ phần Tập đoàn COTANA,Công nghiệp,HNX
CBS,Công ty Cổ phần Mía đường Cao Bằng,Hàng Tiêu dùng,UPCOM
CVN,Công ty Cổ phần Vinam,Dược phẩm và Y tế,HNX
CDC,Công ty Cổ phần Chương Dương,Công nghiệp,HOSE
CMK,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,Công nghiệp,UPCOM
BDB,Công ty Cổ phần Sách và Thiết bị Bình Định,Dịch vụ Tiêu dùng,HNX
CMF,Công ty Cổ phần Thực phẩm Cholimex,Hàng Tiêu dùng,UPCOM
ACE,Công ty Cổ phần Bê tông ly tâm An Giang,Công nghiệp,UPCOM
TS3,Công ty Cổ phần Trường Sơn 532,Công nghiệp,UPCOM
CEN,Công ty Cổ phần CENCON Việt Nam,Dịch vụ Tiêu dùng,UPCOM
CMX,Công ty Cổ phần CAMIMEX Group,Hàng Tiêu dùng,HOSE
POM,Công ty Cổ phần Thép Pomina,Nguyên vật liệu,UPCOM
DCR,Công ty Cổ phần Gạch men COSEVCO,Công nghiệp,UPCOM
CE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,Công nghiệp,UPCOM
C4G,Công ty Cổ phần Tập Đoàn Cienco4,Công nghiệp,UPCOM
DND,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,Công nghiệp,UPCOM
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,Tài chính,UPCOM
DWS,Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp,Tiện ích Cộng đồng,UPCOM
ACG,Công ty Cổ phần Gỗ An Cường,Nguyên vật liệu,HOSE
EID,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,Dịch vụ Tiêu dùng,HNX
CJC,Công ty Cổ phần Cơ điện Miền Trung,Công nghiệp,HNX
CK8,Công ty Cổ phần Cơ khí 120,Tài chính,UPCOM
CKD,Công ty Cổ phần Cơ khí Đông Anh Licogi,Công nghiệp,UPCOM
D11,Công ty Cổ phần Địa ốc 11,Tài chính,HNX
DNE,Công ty Cổ phần Môi trường Đô thị Đà Nẵng,Công nghiệp,UPCOM
CKV,Công ty Cổ phần CokyVina,Công nghệ Thông tin,HNX
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,Tiện ích Cộng đồng,HOSE
BDG,Công ty Cổ phần May mặc Bình Dương,Hàng Tiêu dùng,UPCOM
CAT,Công ty Cổ phần Thủy sản Cà Mau,Hàng Tiêu dùng,UPCOM
CNG,Công ty Cổ phần CNG Việt Nam,Tiện ích Cộng đồng,HOSE
BSR,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,Dầu khí,UPCOM
PXL,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,Tài chính,UPCOM
CLL,Công ty Cổ phần Cảng Cát Lái,Công nghiệp,HOSE
DHN,Công ty Cổ phần Dược phẩm Hà Nội,Dược phẩm và Y tế,UPCOM
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,HOSE
CMD,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh,Công nghiệp,UPCOM
CIA,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,Công nghiệp,HNX
PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần,Nguyên vật liệu,UPCOM
CMS,Công ty Cổ phần Tập đoàn CMH Việt Nam,Công nghiệp,HNX
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Công nghiệp,UPCOM
SGP,Công ty Cổ phần Cảng Sài Gòn,Công nghiệp,UPCOM
CPA,Công ty Cổ phần Cà phê Phước An,Hàng Tiêu dùng,UPCOM
DS3,Công ty Cổ phần DS3,Công nghiệp,HNX
ACM,Công ty Cổ phần Tập đoàn Khoáng sản Á Cường,Nguyên vật liệu,UPCOM
HTN,Công ty Cổ phần Hưng Thịnh Incons,Tài chính,HOSE
BEL,Công ty Cổ phần Điện tử Biên Hòa,Hàng Tiêu dùng,UPCOM
HNF,Công ty Cổ phần Thực phẩm Hữu Nghị,Hàng Tiêu dùng,UPCOM
SDN,Công ty Cổ phần Sơn Đồng Nai,Công nghiệp,HNX
CTS,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Tài chính,HOSE
MTX,Công ty Cổ phần Công trình Đô thị Gò Công,Công nghiệp,UPCOM
HC1,Công ty Cổ phần Xây dựng số 1 Hà Nội,Công nghiệp,UPCOM
HTI,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,Công nghiệp,HOSE
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Tài chính,HOSE
NBT,Công ty Cổ phần Cấp thoát nước Bến Tre,Tiện ích Cộng đồng,UPCOM
ICT,Công ty Cổ phần Viễn thông - Tin học Bưu điện,Công nghệ Thông tin,HOSE
FLC,Công ty Cổ phần Tập đoàn FLC,Tài chính,UPCOM
HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Tài chính,HOSE
DAH,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,Dịch vụ Tiêu dùng,HOSE
SJF,Công ty Cổ phần Đầu tư Sao Thái Dương,Nguyên vật liệu,HOSE
APC,Công ty Cổ phần Chiếu xạ An Phú,Dược phẩm và Y tế,UPCOM
BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,Tiện ích Cộng đồng,HOSE
KHP,Công ty Cổ phần Điện lực Khánh Hòa,Tiện ích Cộng đồng,HOSE
ST8,Công ty Cổ phần Tập đoàn ST8,Công nghệ Thông tin,HOSE
DRG,Công ty Cổ phần Cao su Đắk Lắk,Nguyên vật liệu,UPCOM
CCT,Công ty Cổ phần Cảng Cần Thơ,Công nghiệp,UPCOM
BGW,Công ty Cổ phần Nước sạch Bắc Giang,Tiện ích Cộng đồng,UPCOM
DRI,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,Nguyên vật liệu,UPCOM
C12,Công ty Cổ phần Cầu 12,Công nghiệp,UPCOM
ADS,Công ty Cổ phần DAMSAN,Hàng Tiêu dùng,HOSE
CIP,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp,Công nghiệp,UPCOM
SZL,Công ty Cổ phần Sonadezi Long Thành,Tài chính,HOSE
DP1,Công ty Cổ phần Dược phẩm Trung ương CPC1,Dược phẩm và Y tế,UPCOM
CBI,Công ty Cổ phần Gang thép Cao Bằng,Nguyên vật liệu,UPCOM
APF,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,Hàng Tiêu dùng,UPCOM
CYC,Công ty Cổ phần Gạch men Chang Yih,Công nghiệp,UPCOM
DWC,Công ty Cổ phần Cấp nước Đắk Lắk,Tiện ích Cộng đồng,UPCOM
DBT,Công ty Cổ phần Dược phẩm Bến Tre,Dược phẩm và Y tế,HOSE
DC2,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,Công nghiệp,HNX
HBS,Công ty Cổ phần Chứng khoán Hòa Bình,Tài chính,HNX
DDV,Công ty Cổ phần DAP - Vinachem,Nguyên vật liệu,UPCOM
BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài,Hàng Tiêu dùng,UPCOM
DTP,Công ty Cổ phần Dược phẩm CPC1 Hà Nội,Dược phẩm và Y tế,UPCOM
APH,Công ty Cổ phần Tập đoàn An Phát Holdings,Công nghiệp,HOSE
BTS,Công ty Cổ phần Xi măng VICEM Bút Sơn,Công nghiệp,HNX
CPI,Công ty Cổ phần Đầu tư Cảng Cái Lân,Công nghiệp,UPCOM
HDS,Công ty Cổ phần Giống cây trồng Hải Dương,Hàng Tiêu dùng,UPCOM
API,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương,Tài chính,HNX
TCW,Công ty Cổ phần Kho Vận Tân Cảng,Công nghiệp,UPCOM
TEG,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành,Tài chính,HOSE
DHA,Công ty Cổ phần Hóa An,Công nghiệp,HOSE
DHM,Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu,Nguyên vật liệu,HOSE
MSR,Công ty Cổ phần Masan High-Tech Materials,Nguyên vật liệu,UPCOM
ADP,Công ty Cổ phần Sơn Á Đông,Công nghiệp,HOSE
HMH,Công ty Cổ phần Hải Minh,Công nghiệp,HNX
APL,Công ty Cổ phần Cơ khí và Thiết bị áp lực - VVMI,Công nghiệp,UPCOM
DC1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công nghiệp,UPCOM
DID,Công ty Cổ phần DIC - Đồng Tiến,Công nghiệp,UPCOM
HAI,Công ty Cổ phần Nông dược HAI,Nguyên vật liệu,UPCOM
DLG,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Nguyên vật liệu,HOSE
DLR,Công ty Cổ phần Địa ốc Đà Lạt,Công nghiệp,UPCOM
HII,Công ty Cổ phần An Tiến Industries,Nguyên vật liệu,HOSE
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Tài chính,HOSE
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Tài chính,VN30
NSS,Công ty Cổ phần Nông súc sản Đồng Nai,Hàng Tiêu dùng,UPCOM
DNH,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Tiện ích Cộng đồng,UPCOM
DNL,Công ty Cổ phần Logistics Cảng Đà Nẵng,Công nghiệp,UPCOM
AGF,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,Hàng Tiêu dùng,UPCOM
BLT,Công ty Cổ phần Lương thực Bình Định,Hàng Tiêu dùng,UPCOM
THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Hàng Tiêu dùng,HNX
KCB,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,Nguyên vật liệu,UPCOM
DBD,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định (BIDIPHAR),Dược phẩm và Y tế,HOSE
NDW,Công ty Cổ phần Cấp nước Nam Định,Tiện ích Cộng đồng,UPCOM
DNN,Công ty Cổ phần Cấp nước Đà Nẵng,Tiện ích Cộng đồng,UPCOM
CAG,Công ty Cổ phần Cảng An Giang,Công nghiệp,HNX
DOP,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp,Công nghiệp,UPCOM
DPC,Công ty Cổ phần Nhựa Đà Nẵng,Công nghiệp,UPCOM
CSV,Công ty Cổ phần Hóa chất Cơ bản miền Nam,Nguyên vật liệu,HOSE
HLC,Công ty Cổ phần Than Hà Lầm - Vinacomin,Nguyên vật liệu,HNX
CDN,Công ty Cổ phần Cảng Đà Nẵng,Công nghiệp,HNX
CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Tiện ích Cộng đồng,HOSE
HPH,Công ty Cổ phần Hóa Chất Hưng Phát Hà Bắc,Nguyên vật liệu,UPCOM
TQN,Công ty Cổ phần Thông Quảng Ninh,Nguyên vật liệu,UPCOM
LTG,Công ty Cổ phần Tập đoàn Lộc Trời,Hàng Tiêu dùng,UPCOM
DTG,Công ty Cổ phần Dược phẩm Tipharco,Dược phẩm và Y tế,HNX
CTA,Công ty Cổ phần Vinavico,Công nghiệp,UPCOM
CCM,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ,Công nghiệp,UPCOM
AGR,Công ty Cổ phần Chứng khoán AGRIBANK,Tài chính,HOSE
DTA,Công ty Cổ phần Đệ Tam,Tài chính,HOSE
DTE,Công ty Cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,Tiện ích Cộng đồng,UPCOM
DPH,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm và Y tế,UPCOM
DSG,Công ty Cổ phần Kính Đáp Cầu,Công nghiệp,UPCOM
DVW,Công ty Cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai,Công nghiệp,UPCOM
DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Dịch vụ Tiêu dùng,UPCOM
DXV,Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng,Công nghiệp,HOSE
EBS,Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội,Dịch vụ Tiêu dùng,HNX
TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Công nghiệp,UPCOM
BLN,Công ty Cổ phần Vận tải và Dịch vụ Liên Ninh,Dịch vụ Tiêu dùng,UPCOM
A32,Công ty Cổ phần 32,Hàng Tiêu dùng,UPCOM
EMS,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần,Công nghiệp,UPCOM
ASG,Công ty Cổ phần Tập đoàn ASG,Công nghiệp,HOSE
EVF,Công ty Tài chính Cổ phần Điện Lực,Tài chính,HOSE
LEC,Công ty Cổ phần Bất động sản Điện lực Miền Trung,Tài chính,HOSE
TKG,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,Nguyên vật liệu,HNX
THM,Công ty Cổ phần Tứ Hải Hà Nam,Hàng Tiêu dùng,UPCOM
EIC,Công ty Cổ phần EVN Quốc Tế,Công nghiệp,UPCOM
TVH,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải,Công nghiệp,UPCOM
CTC,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,Dịch vụ Tiêu dùng,HNX
AGG,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,Tài chính,HOSE
CDH,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,Công nghiệp,UPCOM
HDA,Công ty Cổ phần Hãng sơn Đông Á,Công nghiệp,HNX
CTD,Công ty Cổ phần Xây dựng Coteccons,Công nghiệp,HOSE
DFF,Công ty Cổ phần Tập đoàn Đua Fat,Công nghiệp,UPCOM
DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Nguyên vật liệu,HOSE
TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,Hàng Tiêu dùng,UPCOM
HPT,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,Công nghệ Thông tin,UPCOM
CDG,Công ty Cổ phần Cầu Đuống,Công nghiệp,UPCOM
DHG,Công ty Cổ phần Dược Hậu Giang,Dược phẩm và Y tế,HOSE
CTF,Công ty Cổ phần City Auto,Hàng Tiêu dùng,HOSE
HSV,Công ty Cổ phần Tập đoàn HSV Việt Nam,Nguyên vật liệu,UPCOM
DNP,Công ty Cổ phần DNP Holding,Công nghiệp,HNX
CTG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng,HOSE
CTG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng,VN30
FBA,Công ty Cổ phần Tập đoàn Quốc tế FBA,Hàng Tiêu dùng,UPCOM
DAC,Công ty Cổ phần 382 Đông Anh,Công nghiệp,UPCOM
FCM,Công ty Cổ phần Khoáng sản FECON,Công nghiệp,HOSE
FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Tài chính,HOSE
ASM,Công ty Cổ phần Tập đoàn Sao Mai,Hàng Tiêu dùng,HOSE
TN1,Công ty Cổ phần Rox Key Holdings,Tài chính,HOSE
EVG,Công ty Cổ phần Tập đoàn Everland,Công nghiệp,HOSE
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần,Công nghiệp,UPCOM
BVL,Công ty Cổ phần BV Land,Tài chính,UPCOM
DHP,Công ty Cổ phần Điện cơ Hải Phòng,Công nghiệp,HNX
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,Tiện ích Cộng đồng,HOSE
BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,Tài chính,UPCOM
ART,Công ty Cổ phần Chứng khoán BOS,Tài chính,UPCOM
DSC,Công ty Cổ phần Chứng khoán DSC,Tài chính,UPCOM
VSM,Công ty Cổ phần Container Miền Trung,Công nghiệp,HNX
ILB,Công ty Cổ phần ICD Tân Cảng - Long Bình,Công nghiệp,HOSE
FMC,Công ty Cổ phần Thực phẩm Sao Ta,Hàng Tiêu dùng,HOSE
ATB,Công ty Cổ phần An Thịnh,Công nghiệp,UPCOM
GDA,Công ty Cổ phần Tôn Đông Á,Nguyên vật liệu,UPCOM
DP3,Công ty Cổ Phần Dược Phẩm Trung Ương 3,Dược phẩm và Y tế,HNX
IDP,Công ty Cổ phần Sữa Quốc tế LOF,Hàng Tiêu dùng,UPCOM
FPT,Công ty Cổ phần FPT,Công nghệ Thông tin,HOSE
FPT,Công ty Cổ phần FPT,Công nghệ Thông tin,VN30
CTN,Công ty Cổ phần Xây dựng Công trình ngầm,Công nghiệp,UPCOM
TNH,Công ty Cổ phần Tập đoàn Bệnh viện TNH,Dược phẩm và Y tế,HOSE
AG1,Công ty Cổ phần 28.1,Hàng Tiêu dùng,UPCOM
FTS,Công ty Cổ phần Chứng khoán FPT,Tài chính,HOSE
HHG,Công ty Cổ phần Hoàng Hà,Dịch vụ Tiêu dùng,UPCOM
COM,Công ty Cổ phần Vật tư Xăng dầu,Dịch vụ Tiêu dùng,HOSE
CTP,Công ty Cổ phần Minh Khang Capital Trading Public,Hàng Tiêu dùng,HNX
FRC,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam,Nguyên vật liệu,UPCOM
TOP,Công ty Cổ phần Phân phối Top One,Dịch vụ Tiêu dùng,UPCOM
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,HOSE
FTI,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,Hàng Tiêu dùng,UPCOM
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,Tài chính,HNX
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,Tài chính,HNX30
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Nguyên vật liệu,HOSE
HNM,Công ty Cổ phần Sữa Hà Nội,Hàng Tiêu dùng,UPCOM
HID,Công ty Cổ phần Halcom Vietnam,Công nghiệp,HOSE
TR1,Công ty Cổ phần Vận Tải 1 Traco,Công nghiệp,UPCOM
GSM,Công ty Cổ phần Thủy điện Hương Sơn,Tiện ích Cộng đồng,UPCOM
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,Nguyên vật liệu,HOSE
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc,Tài chính,HOSE
FHS,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA,Dịch vụ Tiêu dùng,UPCOM
VTZ,Công ty Cổ phần Sản xuất và Thương mại Nhựa Việt Thành,Nguyên vật liệu,HNX
GAB,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC,Công nghiệp,UPCOM
TSB,Công ty Cổ phần Ắc quy Tia Sáng,Công nghiệp,HNX
KDM,Công ty Cổ phần Tập đoàn GCL,Công nghiệp,HNX
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Công nghiệp,HNX
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Công nghiệp,HNX30
GER,Công ty Cổ phần Thể thao Ngôi sao Geru,Nguyên vật liệu,UPCOM
NNC,Công ty Cổ phần Đá Núi Nhỏ,Công nghiệp,HOSE
DAN,Công ty Cổ phần Dược Danapha,Dược phẩm và Y tế,UPCOM
STK,Công ty Cổ phần Sợi Thế Kỷ,Hàng Tiêu dùng,HOSE
GHC,Công ty Cổ phần Thủy điện Gia Lai,Tiện ích Cộng đồng,UPCOM
CEO,Công ty Cổ phần Tập đoàn C.E.O,Tài chính,HNX
CEO,Công ty Cổ phần Tập đoàn C.E.O,Tài chính,HNX30
MGG,Tổng Công ty Đức Giang - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
FGL,Công ty Cổ phần Cà phê Gia Lai,Hàng Tiêu dùng,UPCOM
GLW,Công ty Cổ phần Cấp thoát nước Gia Lai,Tiện ích Cộng đồng,UPCOM
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Công nghệ Thông tin,UPCOM
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,Hàng Tiêu dùng,HOSE
GLC,Công ty Cổ phần Vàng Lào Cai,Nguyên vật liệu,UPCOM
GEG,Công ty Cổ phần Điện Gia Lai,Tiện ích Cộng đồng,HOSE
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Công nghiệp,HNX
GLT,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,Hàng Tiêu dùng,HNX
GMD,Công ty Cổ phần Gemadept,Công nghiệp,HOSE
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Tài chính,HOSE
PVP,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công nghiệp,HOSE
GMX,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân,Công nghiệp,HNX
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,Tiện ích Cộng đồng,HOSE
KHL,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,Công nghiệp,UPCOM
BKC,Công ty Cổ phần Khoáng sản Bắc Kạn,Nguyên vật liệu,HNX
BLF,Công ty Cổ phần Thủy sản Bạc Liêu,Hàng Tiêu dùng,UPCOM
GGG,Công ty Cổ phần Ô tô Giải Phóng,Hàng Tiêu dùng,UPCOM
DIH,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,Công nghiệp,HNX
TTP,Công ty Cổ phần Bao bì Tân Tiến,Công nghiệp,UPCOM
CTT,Công ty Cổ phần Chế tạo máy Vinacomin,Công nghiệp,HNX
DMN,Công ty Cổ phần Domenal,Hàng Tiêu dùng,UPCOM
DTB,Công ty Cổ phần Công trình Đô thị Bảo Lộc,Công nghiệp,UPCOM
HU6,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6,Tài chính,UPCOM
H11,Công ty Cổ phần Xây dựng HUD101,Công nghiệp,UPCOM
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,Dược phẩm và Y tế,UPCOM
TW3,Công ty Cổ phần Dược Trung Ương 3,Dược phẩm và Y tế,UPCOM
NWT,Công ty Cổ phần Vận tải Newway,Dịch vụ Tiêu dùng,UPCOM
HDP,Công ty Cổ phần Dược Hà Tĩnh,Dược phẩm và Y tế,UPCOM
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Hàng Tiêu dùng,HOSE
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Công nghiệp,HOSE
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Công nghiệp,HOSE
TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,Công nghiệp,UPCOM
TVC,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,Tài chính,HNX
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Tài chính,HOSE
